# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
R0306,-55.6,51.32,-10.78,30.1,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Ewing et al.,1966,Seismic studies on the eastern seaboard of Canada (pt1) the Appalachian system.,"Canadian Journal of Earth Sciences, 3(1):89-109."
R0307,-53.55,49.2,2.25,41.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Ewing et al.,1966,Seismic studies on the eastern seaboard of Canada (pt1) the Appalachian system.,"Canadian Journal of Earth Sciences, 3(1):89-109."
R0308,-118.33,50.75,1529.28,31,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Forsyth & Berry,1974,"A refraction survey across the 	Canadia Cordillera at 54 degrees N.","Canadian Journal of Earth Sciences, 11(4):533-548."
R0309,-117,51.5,1272.95,58,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Bennett et al.,1975,"A seismic refraction survey along the southern rocky Mountains Trench, Canada.","Seismological Society of America Bulletin, 65:37-54."
R0310,-116,50.67,2064.23,51,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Bennett et al.,1975,"A seismic refraction survey along the southern rocky Mountains Trench, Canada.","Seismological Society of America Bulletin, 65:37-54."
R0314,-132.5,53.75,147.52,30,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Forsyth & Berry,1974,"A refraction survey across the 	Canadia Cordillera at 54 degrees N.","Canadian Journal of Earth Sciences, 11(4):533-548."
R0319,-110.5,74.92,58.16,36,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Overton,1970,"Seismic refraction surveys, western Queen Elizabeth Islands and Polar continental margin.","Canadian Journal of Earth Sciences, 7:346-365"
R0320,-119.17,76.25,115.11,36.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Overton,1970,"Seismic refraction surveys, western Queen Elizabeth Islands and Polar continental margin.","Canadian Journal of Earth Sciences, 7:346-365"
R0321,-112.25,77.83,28.7,36,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Overton,1970,"Seismic refraction surveys, western Queen Elizabeth Islands and Polar continental margin.","Canadian Journal of Earth Sciences, 7:346-365"
R0508,-51.62,51.82,-391.01,29.7,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Fenwick et al.,1968,Geophysical studies of the continental margin northeast of New Foundland.,"Canadian Journal of Earth Sciences, 5(3):483-500."
R0511,-49.5,52.53,-3377.97,9.6,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Fenwick et al.,1968,Geophysical studies of the continental margin northeast of New Foundland.,"Canadian Journal of Earth Sciences, 5(3):483-500."
R0512,-49.18,52.03,-3255.89,5.3,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Fenwick et al.,1968,Geophysical studies of the continental margin northeast of New Foundland.,"Canadian Journal of Earth Sciences, 5(3):483-500."
R0513,-48.58,52.73,-3775.14,6,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Fenwick et al.,1968,Geophysical studies of the continental margin northeast of New Foundland.,"Canadian Journal of Earth Sciences, 5(3):483-500."
R0514,-48.55,52.33,-3621.05,6.4,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Fenwick et al.,1968,Geophysical studies of the continental margin northeast of New Foundland.,"Canadian Journal of Earth Sciences, 5(3):483-500."
R1097,-129.42,45.65,0,3.75,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Hamilton,1970,"Time-Term analysis of explosion data from the  vicinty of the borrego mountain, California, Earthquake of 9 April 
      1968.","Bulletin of the Seismological Society of America, 60:367-381."
R1098,-128.2,46.08,0,5.88,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R1099,-125.95,46,-2571.88,8.19,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R1100,-124.63,46.93,-101.75,18.26,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R1408,-118.2,54,1341.53,50,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Mereu et al.,1977,The structure of the crust and upper mantle under the highest ranges of the Canadian Rockies from a seimic refraction survey.,"Canadian Journal of Earth Sciences, 14(2):196-208."
R1409,-117.3,54.67,716,44,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Mereu et al.,1977,The structure of the crust and upper mantle under the highest ranges of the Canadian Rockies from a seimic refraction survey.,"Canadian Journal of Earth Sciences, 14(2):196-208."
R1410,-119,52,2094.65,50,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Mereu et al.,1977,The structure of the crust and upper mantle under the highest ranges of the Canadian Rockies from a seimic refraction survey.,"Canadian Journal of Earth Sciences, 14(2):196-208."
R1415,-72.5,71.4,775.48,32,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Jackson et al.,1977,Geophysical studies on the eastern continental margin of Baffin Bay and in Lancaster Sound.,"Canadian Journal of Earth Sciences, 14(9):1991-2001."
R1416,-70.75,71.55,-151.29,17,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Jackson et al.,1977,Geophysical studies on the eastern continental margin of Baffin Bay and in Lancaster Sound.,"Canadian Journal of Earth Sciences, 14(9):1991-2001."
R1417,-70.25,71.6,-553.86,13,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Jackson et al.,1977,Geophysical studies on the eastern continental margin of Baffin Bay and in Lancaster Sound.,"Canadian Journal of Earth Sciences, 14(9):1991-2001."
R1418,-69.3,71.7,-1612.58,11.8,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Jackson et al.,1977,Geophysical studies on the eastern continental margin of Baffin Bay and in Lancaster Sound.,"Canadian Journal of Earth Sciences, 14(9):1991-2001."
R1569,-90.83,59.33,-92.24,35,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1570,-81.67,60,-136.71,35,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1571,-87.5,62,-159.99,35,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1572,-115.33,62.67,182,32,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1573,-71,49.33,488.7,38,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1574,-65.33,51.67,558.33,43,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1575,-77.5,47,419.21,35,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1576,-101,53,254.86,32.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1577,-77,52.83,218.74,42,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1578,-66.33,55.67,464.57,36,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1579,-72,51.5,630.83,36,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1580,-66.5,53,546.08,50,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1581,-55,50.5,-169.62,38.57,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1582,-57.25,50.75,-14.24,30,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1583,-61.62,48.83,-298.5,32.3,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1584,-64.42,47.75,-27.91,43.43,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1585,-61,46.33,26.93,39.43,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1586,-68.25,49.25,149.51,55.71,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry,1973,Structure of the crust and upper mantle in Canada.,"Tectonophysics, 20:183-201."
R1602,-42.91,54.82,-3397.7,6.56,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Ewing & Ewing,1959,"Seismic refraction measurements in the Atlantic Ocean Basins, in the Mediterranean Sea, on the Mid Atlantic Ridge and in the Norwegian Sea.","Bulletin of the Geological Society of America, 70(3):291-318."
R1619,-59.62,41.27,-4875.93,10.8,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Ewing & Ewing,1959,"Seismic refraction measurements in the Atlantic Ocean Basins, in the Mediterranean Sea, on the Mid Atlantic Ridge and in the Norwegian Sea.","Bulletin of the Geological Society of America, 70(3):291-318."
R2093,-126.07,46.93,-2573.85,8.28,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R2097,-128.2,46.08,0,6.58,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R2098,-127.03,46.5,-2739.55,6,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Shor et al.,1968,Seismic refraction studies off Oregon and northern California.,"Journal of Geophysical Research,73(6):2175."
R2150,-108.18,50.48,727.61,46,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Chandra & Cumming,1972,Seismic Refraction Studies in Western Canada.,"Canadian Journal of Earth Sciences, 9(9):1099-1109."
R2151,-110.65,50.5,664.36,46.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Chandra & Cumming,1972,Seismic Refraction Studies in Western Canada.,"Canadian Journal of Earth Sciences, 9(9):1099-1109."
R2152,-89.94,49.8,453.53,35,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2187,-100,50.05,508.84,40.3,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Green et al.,1980,Cooperative seismic surveys across the Superior Churchill boundary zone in southern Canada.,"Canadian Journal of Earth Sciences, 17(5):617-632."
R2188,-100.67,49.61,413,46.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Green et al.,1980,Cooperative seismic surveys across the Superior Churchill boundary zone in southern Canada.,"Canadian Journal of Earth Sciences, 17(5):617-632."
R2189,-102.58,49.62,593.53,47.8,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Green et al.,1980,Cooperative seismic surveys across the Superior Churchill boundary zone in southern Canada.,"Canadian Journal of Earth Sciences, 17(5):617-632."
R2230,-72.99,50.95,427.15,37.6,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Mereu & Jobidon,1971,A seismic investigation of the crust and Moho on a line perpendicular to the Grenville Front.,"Canadian Journal of Earth Sciences, 8(12):1553-1583."
R2382,-58.94,57.56,-1543.18,21.88,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2383,-60.88,58.68,-179.35,22.32,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2384,-61.38,59.19,-171.39,23.36,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2385,-58.82,56.58,-204.82,22.8,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2387,-59.16,56.88,-203.5,21.23,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2388,-59.73,57.36,-157.49,15.06,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2391,-55.74,57.91,-3223.93,8.92,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2392,-56.18,58.29,-3255.08,6.86,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2393,-56.98,57.14,-2477.47,9.37,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2394,-57.84,57.75,-2523.27,10.49,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2414,-118.45,63.5,276.28,30.6,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Barr,1971,Crustal refraction experiment: Yellow knife 1966.,"Journal of Geophysical Research, 76(8):1929."
R2415,-113.04,61.7,156,37.9,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Barr,1971,Crustal refraction experiment: Yellow knife 1966.,"Journal of Geophysical Research, 76(8):1929."
R2416,-110.76,60.63,311.56,34.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Barr,1971,Crustal refraction experiment: Yellow knife 1966.,"Journal of Geophysical Research, 76(8):1929."
R2417,-114.22,62.18,156,34,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Barr,1971,Crustal refraction experiment: Yellow knife 1966.,"Journal of Geophysical Research, 76(8):1929."
R2424,-67.87,52.7,629.34,48.1,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry & Fuchs,1973,Crustal structure of the superior and grenville provinces of the Northeastern Canadian shield,"Seismological Society of America Bulletin, 63(4):1393-1432."
R2427,-69.36,50,503.52,41.8,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry & Fuchs,1973,Crustal structure of the superior and grenville provinces of the Northeastern Canadian shield,"Seismological Society of America Bulletin, 63(4):1393-1432."
R2428,-67.67,54.49,572.15,38.1,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry & Fuchs,1973,Crustal structure of the superior and grenville provinces of the Northeastern Canadian shield,"Seismological Society of America Bulletin, 63(4):1393-1432."
R2429,-72,52.99,566.53,47.7,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry & Fuchs,1973,Crustal structure of the superior and grenville provinces of the Northeastern Canadian shield,"Seismological Society of America Bulletin, 63(4):1393-1432."
R2430,-127.22,52.4,-395.61,29.2,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Berry & Forsyth,1975,Structure of the Canadian Cordillera from seismic refraction and other data,"Canadian Journal of Earth Sciences, 12(2):182-208."
R2557,-122.55,52.43,895.79,28.2,,FALSE,REFRACTION (REVERSED),USGSDatabase,,White et al.,1968,"Seismic refraction surveys in British Columbia, 1941-1966: A preliminary interpretation.","In: L.Knopoff, C.L.Drake, and P.J.Hart (eds.), The crust and upper mantle of the Pacific area, American Geophysical Union (A.G.U.), 
      Geophysical Monograph, vol.12, p.81-93."
R2558,-122.55,52.43,895.79,28.1,,FALSE,REFRACTION (REVERSED),USGSDatabase,,White et al.,1968,"Seismic refraction surveys in British Columbia, 1941-1966: A preliminary interpretation.","In: L.Knopoff, C.L.Drake, and P.J.Hart (eds.), The crust and upper mantle of the Pacific area, American Geophysical Union (A.G.U.), 
      Geophysical Monograph, vol.12, p.81-93."
R2559,-121.23,50.61,1360.54,30.5,,FALSE,REFRACTION (REVERSED),USGSDatabase,,White et al.,1968,"Seismic refraction surveys in British Columbia, 1941-1966: A preliminary interpretation.","In: L.Knopoff, C.L.Drake, and P.J.Hart (eds.), The crust and upper mantle of the Pacific area, American Geophysical Union (A.G.U.), 
      Geophysical Monograph, vol.12, p.81-93."
R2560,-121.23,50.61,1360.54,31.2,,FALSE,REFRACTION (REVERSED),USGSDatabase,,White et al.,1968,"Seismic refraction surveys in British Columbia, 1941-1966: A preliminary interpretation.","In: L.Knopoff, C.L.Drake, and P.J.Hart (eds.), The crust and upper mantle of the Pacific area, American Geophysical Union (A.G.U.), 
      Geophysical Monograph, vol.12, p.81-93."
R2583,-103.85,50.96,605.54,46.7,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Hajnal et al.,1984,An initial analysis of the earth's crust under the Williston Basin.,"Journal of Geophysical Research, 89:9381-9400."
R2584,-103.85,49.48,585.02,45.3,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Hajnal et al.,1984,An initial analysis of the earth's crust under the Williston Basin.,"Journal of Geophysical Research, 89:9381-9400."
R2585,-101.15,50.92,621.95,44.4,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Hajnal et al.,1984,An initial analysis of the earth's crust under the Williston Basin.,"Journal of Geophysical Research, 89:9381-9400."
R2586,-101.1,49.47,462.3,47.1,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Hajnal et al.,1984,An initial analysis of the earth's crust under the Williston Basin.,"Journal of Geophysical Research, 89:9381-9400."
R2587,-101.15,50.92,621.95,46,,FALSE,REFRACTION (REVERSED),USGSDatabase,,Morel-a-l’Huissier,1987,"Crustal refraction surveys across the Trans-Hudson Orogen / Williston Basin of 
 South Central Canada.","Journal of Geophysical Research, 92:6403-6420."
